Customer_ID,Birth_Year,Education_Level,Marital_Status,Annual_Income,Kids_Home,Teens_Home,Customer_Since,Last_Purchase_Recency,Spent_Wine,Spent_Fruits,Spent_Meat,Spent_Fish,Spent_Sweets,Spent_Gold,Deals_Purchased,Web_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visits,Campaign1_Accepted,Campaign2_Accepted,Campaign3_Accepted,Campaign4_Accepted,Campaign5_Accepted,Filed_Complaint,Contact_Cost,Revenue_Contribution,Campaign_Response,Country,City,Region_Code,Mobile_App_User,Email_Subscriber,Device_Type,Referred_By_Friend,Social_Media_User,Membership_Tier,Total_Amount_Spent,Customer_Age,Family_Size,Senior_Citizen
4126,1943,Master,Together,73322.6,2,1,07-03-2014,21,55,48,168,32,5,317,4,6,1,7,17,1,1,1,0,0,0,3,11,1,Brazil,Mumbai,772,1,0,Tablet,0,1,Basic,625,82,4,1
4127,1967,Graduation,Single,52941.64,2,1,23-12-2014,78,102,36,458,122,64,186,6,6,8,7,10,1,1,1,0,0,0,3,11,0,UK,São Paulo,568,0,0,Tablet,0,0,Basic,968,58,3,0
4128,1977,Graduation,Married,80379.26,0,2,18-05-2011,17,976,37,332,195,83,497,6,3,5,7,4,1,1,0,0,0,0,3,11,0,India,New York,814,1,0,Desktop,0,1,Gold,2120,48,3,0
4129,1997,Graduation,Divorced,59094.82,1,1,17-08-2014,43,374,99,193,227,89,432,3,8,4,6,9,1,1,0,0,0,0,3,11,0,UK,London,306,0,0,Mobile,1,0,Silver,1414,28,2,0
4130,1970,Graduation,Single,28519.71,2,0,14-03-2015,31,51,61,385,7,75,414,1,4,0,2,9,0,1,1,1,0,0,3,11,1,India,São Paulo,176,0,0,Mobile,1,0,Gold,993,55,2,0
4131,1998,Master,Divorced,40783.77,1,0,02-04-2011,57,972,60,318,276,12,49,7,1,4,3,9,1,0,0,0,0,1,3,11,0,India,Berlin,273,0,1,Mobile,0,0,Basic,1687,27,1,0
4132,1994,PhD,Together,47462.98,1,2,23-11-2011,55,997,73,722,120,58,282,6,6,7,5,10,0,1,0,0,1,0,3,11,1,India,New York,423,0,1,Mobile,0,1,Gold,2252,31,4,0
4133,1966,Graduation,Together,36893.26,2,2,15-10-2012,99,228,96,740,187,56,6,8,4,9,9,8,1,1,1,1,1,1,3,11,0,Germany,Berlin,717,0,0,Desktop,1,1,Platinum,1313,59,5,0
4134,1944,Graduation,Widow,44344.09,1,0,02-02-2013,73,719,7,374,143,81,456,6,5,2,3,12,0,0,0,0,1,0,3,11,0,Brazil,Berlin,817,0,1,Mobile,0,0,Platinum,1780,81,1,1
4135,1964,Graduation,Widow,29495.91,2,2,28-05-2014,8,283,37,280,173,94,333,4,6,4,4,19,0,0,0,0,1,0,3,11,0,Brazil,Berlin,727,1,1,Desktop,0,0,Silver,1200,61,4,1
4136,1942,Graduation,Widow,50085.82,2,0,23-08-2012,62,993,35,237,65,45,221,8,2,2,8,8,1,1,0,0,1,1,3,11,1,USA,New York,964,0,0,Desktop,0,0,Silver,1596,83,2,1
4137,1972,Graduation,Divorced,53561.18,1,1,08-04-2015,88,95,84,615,22,113,190,7,4,9,1,12,1,1,0,0,0,1,3,11,1,UK,London,988,0,0,Mobile,0,0,Gold,1119,53,2,0
4138,1943,Basic,Widow,34938.36,1,0,14-09-2010,3,759,55,508,289,52,0,3,5,7,3,13,0,0,0,1,1,0,3,11,0,Germany,Berlin,147,0,1,Desktop,1,0,Silver,1663,82,1,1
4139,1964,Graduation,Married,79103.81,0,2,03-03-2013,37,407,44,540,191,155,400,4,1,5,2,10,1,0,1,0,0,0,3,11,1,UK,New York,853,0,0,Mobile,0,0,Basic,1737,61,3,1
4140,1959,Basic,Divorced,50952.7,2,1,09-08-2012,99,381,49,548,132,196,320,3,8,9,5,8,1,1,0,1,1,0,3,11,1,USA,Mumbai,381,0,0,Tablet,0,1,Silver,1626,66,3,1
4141,1973,Basic,Divorced,37748.89,1,0,07-11-2014,41,676,19,236,136,166,234,9,3,6,0,3,1,0,0,1,0,0,3,11,1,Germany,Berlin,359,1,1,Mobile,1,0,Platinum,1467,52,1,0
4142,1965,Master,Widow,25556.91,2,2,22-01-2011,6,701,62,680,245,19,316,8,0,2,8,0,0,0,0,0,0,1,3,11,0,Germany,New York,154,1,1,Desktop,0,1,Platinum,2023,60,4,0
4143,2001,Graduation,Widow,50899.14,0,2,13-09-2011,41,4,54,366,37,147,145,6,7,2,6,0,0,0,1,1,1,0,3,11,1,Germany,São Paulo,747,0,0,Desktop,0,1,Gold,753,24,2,0
4144,2001,Graduation,Divorced,46092.67,0,1,02-03-2011,59,683,33,748,237,97,44,4,2,3,3,11,1,1,1,1,0,1,3,11,0,UK,Mumbai,746,0,0,Desktop,0,0,Basic,1842,24,1,0
4145,1944,Basic,Together,61745.61,0,0,28-04-2012,89,982,91,342,82,177,215,0,1,8,8,19,1,0,0,0,0,0,3,11,0,Brazil,London,634,0,1,Desktop,0,1,Platinum,1889,81,1,1
4146,1974,Basic,Together,47849.45,0,0,21-10-2010,19,305,31,598,168,141,428,5,6,6,8,0,1,1,0,0,1,1,3,11,1,UK,London,449,1,1,Mobile,1,1,Silver,1671,51,1,0
4147,2000,Master,Widow,32094.22,0,2,19-11-2014,62,980,75,546,262,14,81,1,9,3,5,4,0,0,1,1,0,1,3,11,1,UK,Mumbai,781,0,1,Mobile,1,0,Platinum,1958,25,2,0
4148,1967,Graduation,Together,75060.77,0,1,09-12-2012,20,640,72,2,189,163,19,4,9,9,3,12,0,1,1,0,1,0,3,11,0,Germany,New York,595,0,1,Desktop,1,1,Gold,1085,58,2,0
4149,1968,Master,Married,56534.37,0,0,21-02-2012,4,447,42,174,116,29,185,8,0,2,5,12,1,1,1,1,1,0,3,11,0,Brazil,São Paulo,112,0,1,Mobile,1,1,Basic,993,57,1,0
4150,1948,Graduation,Married,46188.37,0,1,07-03-2015,29,460,78,189,25,145,475,9,8,7,7,3,1,0,0,0,1,1,3,11,0,Brazil,Mumbai,446,1,0,Mobile,0,1,Silver,1372,77,2,1
4151,1991,Graduation,Married,52469.58,2,2,11-04-2013,62,243,12,785,77,25,49,8,1,9,6,13,1,0,1,1,0,0,3,11,1,Brazil,São Paulo,471,0,1,Desktop,0,1,Basic,1191,34,5,0
4152,1977,Graduation,Divorced,57110.63,1,0,16-10-2010,58,747,1,312,294,99,165,8,3,3,1,16,1,1,1,0,0,0,3,11,1,India,São Paulo,406,1,0,Desktop,0,1,Silver,1618,48,1,0
4153,1989,Master,Divorced,28567.15,2,2,24-04-2015,37,455,60,584,157,127,140,1,3,6,1,3,1,1,1,0,1,1,3,11,1,Germany,Berlin,508,0,1,Desktop,0,1,Basic,1523,36,4,0
4154,1945,Graduation,Divorced,52365.41,2,0,31-03-2013,35,256,83,559,73,107,124,3,4,2,1,9,0,0,0,1,1,0,3,11,1,Brazil,Berlin,820,0,0,Desktop,1,1,Gold,1202,80,2,1
4155,1958,PhD,Divorced,43248.15,1,2,19-11-2010,37,142,13,19,1,82,485,8,1,7,6,11,1,1,0,0,0,0,3,11,1,India,Berlin,686,0,0,Tablet,0,0,Basic,742,67,3,1
4156,1999,Graduation,Divorced,57609.5,1,0,16-06-2010,22,201,41,208,293,191,167,6,5,1,4,6,1,0,0,0,0,0,3,11,0,Brazil,New York,824,0,1,Desktop,1,1,Basic,1101,26,1,0
4157,1983,Graduation,Widow,38897.27,0,1,26-03-2010,22,0,14,108,283,105,177,4,3,3,5,1,1,0,1,0,0,0,3,11,1,Brazil,São Paulo,228,1,1,Tablet,0,0,Basic,687,42,1,0
4158,1996,Master,Together,40929.47,1,0,25-04-2010,57,973,92,416,270,195,448,1,6,5,8,9,1,0,1,1,1,0,3,11,1,USA,Berlin,576,1,0,Mobile,1,1,Gold,2394,29,2,0
4159,1950,PhD,Widow,74943.07,2,0,05-04-2015,47,492,84,126,28,105,459,8,4,5,5,9,1,1,1,0,1,1,3,11,0,India,Berlin,518,1,1,Desktop,0,0,Silver,1294,75,2,1
4160,1941,Graduation,Together,68463.68,0,2,14-05-2012,5,819,9,605,43,54,32,1,5,3,8,17,0,1,1,0,1,0,3,11,1,Brazil,London,428,0,0,Mobile,1,1,Silver,1562,84,3,1
4161,1986,Graduation,Widow,566.58,2,0,03-04-2011,45,745,55,69,235,66,254,6,9,4,8,3,1,0,0,0,1,0,3,11,1,Germany,Berlin,279,1,0,Mobile,1,0,Gold,1424,39,2,0
4162,1983,Graduation,Married,67351.43,1,0,07-01-2011,86,511,52,278,94,112,63,9,5,5,6,3,1,1,0,1,0,1,3,11,1,India,New York,519,1,0,Mobile,0,0,Basic,1110,42,2,0
4163,1983,Graduation,Single,48895.22,2,0,26-05-2013,14,356,57,45,34,43,171,8,6,8,2,4,1,1,1,0,1,1,3,11,0,India,London,529,1,0,Mobile,1,1,Platinum,706,42,2,0
4164,1948,PhD,Divorced,39377.27,2,2,16-09-2010,0,552,84,646,72,186,109,3,4,7,2,12,0,1,1,0,1,0,3,11,1,Germany,New York,437,0,0,Desktop,1,1,Basic,1649,77,4,1
4165,1960,Graduation,Single,34892.38,0,0,21-06-2015,99,830,98,25,180,126,420,8,3,4,8,4,0,0,1,1,0,0,3,11,1,USA,Berlin,264,0,0,Mobile,1,0,Silver,1679,65,0,1
4166,1963,Basic,Single,35763.24,0,1,07-02-2014,91,941,80,194,180,139,11,7,9,6,0,17,0,0,0,1,0,1,3,11,1,USA,Mumbai,445,0,1,Desktop,0,1,Silver,1545,62,1,1
4167,1973,PhD,Married,39800.96,2,1,23-01-2015,73,276,61,792,6,163,84,6,8,1,1,2,0,0,1,1,0,1,3,11,0,Brazil,São Paulo,125,0,1,Desktop,0,0,Basic,1382,52,4,0
4168,1961,Master,Single,33093.01,1,2,13-08-2010,32,960,56,194,268,102,321,7,5,9,4,11,1,1,1,1,1,1,3,11,1,Brazil,Mumbai,821,0,1,Desktop,0,1,Gold,1901,64,3,1
4169,1942,Basic,Single,29681.01,0,0,26-09-2013,23,750,62,718,83,129,5,3,6,0,4,9,0,1,1,0,1,0,3,11,0,Brazil,Mumbai,278,1,1,Desktop,0,0,Basic,1747,83,0,1
4170,1951,PhD,Married,34394.3,2,2,13-02-2015,69,218,3,123,242,123,319,6,7,8,0,1,0,1,0,1,1,1,3,11,1,Brazil,New York,934,1,0,Mobile,0,0,Basic,1028,74,5,1
4171,1967,Graduation,Together,54850.91,0,0,14-12-2010,13,370,77,678,188,41,495,2,0,9,2,15,1,0,1,0,1,0,3,11,1,India,New York,471,1,1,Mobile,0,1,Basic,1849,58,1,0
4172,1969,Graduation,Widow,50751.35,0,2,19-03-2015,95,51,95,579,221,161,257,4,2,0,8,5,1,1,1,1,1,1,3,11,1,India,Berlin,796,1,0,Mobile,1,0,Silver,1364,56,2,0
4173,1965,PhD,Single,58337.85,1,0,30-11-2011,82,926,81,677,40,101,255,1,7,1,5,11,1,0,0,1,1,1,3,11,1,UK,London,257,1,0,Desktop,0,0,Silver,2080,60,1,0
4174,1987,Graduation,Divorced,49004.45,2,0,18-07-2015,69,198,33,117,218,30,378,7,7,2,0,5,1,1,0,1,1,1,3,11,0,Brazil,São Paulo,884,0,0,Tablet,0,1,Basic,974,38,2,0
4175,1960,Basic,Married,30399.81,2,2,29-10-2013,83,465,31,319,221,68,214,1,9,7,8,18,1,0,1,0,1,0,3,11,1,UK,Berlin,835,0,0,Tablet,0,1,Silver,1318,65,5,1
4176,1967,Graduation,Single,57416.61,2,2,17-02-2011,88,803,77,724,168,147,482,6,7,5,8,4,0,0,1,1,1,1,3,11,1,Brazil,Berlin,623,1,0,Mobile,0,1,Basic,2401,58,4,0
4177,1995,Master,Together,34929.66,2,2,02-10-2012,83,791,99,733,151,37,494,7,2,5,4,17,0,0,1,1,1,1,3,11,1,UK,Mumbai,140,0,1,Mobile,1,1,Basic,2305,30,5,0
4178,1965,Basic,Together,59699.21,2,0,12-12-2013,37,500,33,198,285,74,433,5,6,6,6,4,1,1,1,1,1,1,3,11,1,USA,Mumbai,691,1,0,Mobile,1,0,Silver,1523,60,3,0
4179,2001,Graduation,Divorced,32511.2,0,2,09-10-2010,10,933,69,396,279,94,490,3,9,8,1,1,1,1,0,1,1,1,3,11,0,Brazil,Berlin,602,0,1,Desktop,1,1,Gold,2261,24,2,0
4180,1972,Graduation,Single,39687.85,0,0,20-06-2013,62,610,39,177,275,123,319,3,5,3,8,1,1,1,0,0,0,0,3,11,0,UK,London,653,0,0,Mobile,1,0,Basic,1543,53,0,0
4181,1960,Graduation,Divorced,44579.13,0,1,25-10-2011,31,67,34,42,255,88,101,5,9,7,8,0,0,0,1,1,1,1,3,11,1,Brazil,São Paulo,987,0,1,Mobile,1,1,Silver,587,65,1,1
4182,1974,Graduation,Together,60116.07,0,1,18-07-2010,28,248,14,134,135,131,272,7,5,3,8,3,1,1,0,1,0,1,3,11,1,Brazil,New York,666,1,1,Desktop,1,0,Gold,934,51,2,0
4183,1991,Master,Together,52639.96,1,0,25-12-2013,29,769,50,470,208,84,452,8,3,3,0,7,0,0,0,1,0,0,3,11,1,Germany,São Paulo,404,1,0,Mobile,1,0,Basic,2033,34,2,0
4184,1973,Graduation,Widow,50300.02,1,0,15-08-2010,28,866,19,683,94,61,9,5,9,6,0,18,0,1,0,0,1,1,3,11,1,Brazil,New York,659,1,1,Mobile,0,1,Gold,1732,52,1,0
4185,1980,Graduation,Together,78285.03,2,2,03-10-2012,85,337,91,447,195,104,330,2,1,3,4,12,1,1,0,1,1,1,3,11,0,USA,New York,410,1,0,Desktop,0,0,Basic,1504,45,5,0
4186,1990,Graduation,Married,22445.25,1,0,04-05-2013,10,449,36,6,32,128,382,9,1,6,1,17,0,1,1,1,1,1,3,11,1,Germany,Berlin,825,1,1,Mobile,0,1,Silver,1033,35,2,0
4187,1986,Graduation,Widow,34424.34,0,0,03-01-2012,48,90,37,521,220,169,373,3,6,3,4,6,1,1,1,0,1,0,3,11,0,Brazil,Mumbai,742,0,1,Desktop,0,1,Basic,1410,39,0,0
4188,1957,Master,Divorced,33782.17,0,1,16-08-2010,83,824,20,77,115,178,423,4,2,6,4,13,1,1,0,0,0,1,3,11,0,India,New York,639,1,1,Mobile,0,1,Basic,1637,68,1,1
4189,1997,Graduation,Together,23440.22,0,2,16-10-2015,77,830,87,708,59,112,158,2,9,5,2,19,1,1,0,0,1,0,3,11,1,Germany,Mumbai,834,1,0,Desktop,1,1,Basic,1954,28,3,0
4190,1950,Graduation,Married,39207.21,0,2,10-09-2013,90,615,9,189,82,36,194,4,2,6,0,2,0,1,0,0,0,0,3,11,0,USA,São Paulo,151,0,1,Mobile,0,0,Basic,1125,75,3,1
4191,1996,Graduation,Widow,60316.54,0,0,02-09-2011,63,838,99,740,254,170,470,7,5,0,5,11,0,1,1,0,1,0,3,11,1,USA,Berlin,565,1,0,Desktop,0,0,Gold,2571,29,0,0
4192,1962,Graduation,Married,41125.29,2,2,31-03-2014,37,765,53,32,237,189,158,3,3,7,0,5,1,0,0,0,0,0,3,11,0,Brazil,São Paulo,873,1,0,Mobile,0,0,Gold,1434,63,5,1
4193,1987,Graduation,Widow,45004.96,2,1,02-04-2015,59,296,8,317,98,50,122,6,2,0,3,0,0,0,0,1,0,1,3,11,1,Germany,London,750,0,0,Desktop,0,1,Basic,891,38,3,0
4194,1961,Master,Widow,24161.68,0,1,24-04-2010,67,350,85,116,177,52,304,0,5,3,0,11,1,0,1,1,1,0,3,11,1,UK,London,833,1,1,Mobile,1,1,Basic,1084,64,1,1
4195,1956,Graduation,Widow,38052.12,2,1,22-11-2015,6,759,41,77,243,0,485,6,0,8,1,2,0,1,1,0,0,1,3,11,1,UK,Mumbai,581,0,1,Mobile,0,1,Platinum,1605,69,3,1
4196,1944,Master,Divorced,43074.52,1,0,04-03-2011,93,616,15,450,118,191,224,0,0,9,4,17,0,0,1,0,0,0,3,11,1,Germany,New York,787,0,0,Mobile,0,1,Basic,1614,81,1,1
4197,1983,Graduation,Widow,59636.01,1,0,18-05-2011,73,225,23,541,102,143,406,1,7,5,9,4,1,0,1,0,1,0,3,11,0,USA,São Paulo,321,0,0,Tablet,0,0,Silver,1440,42,1,0
4198,1950,Graduation,Widow,24876.25,0,1,18-07-2015,6,262,3,123,224,1,494,0,7,2,3,12,1,0,1,0,1,0,3,11,1,Brazil,London,851,1,1,Mobile,0,0,Basic,1107,75,1,1
4199,1969,Basic,Married,43174.87,2,1,01-05-2013,4,568,43,547,271,129,23,2,8,0,0,0,1,0,0,1,0,0,3,11,0,UK,Mumbai,606,1,0,Mobile,1,0,Basic,1581,56,4,0
4200,1954,Master,Widow,66302.27,0,2,29-04-2015,67,684,22,373,236,57,63,7,2,5,3,18,1,0,1,0,1,1,3,11,0,Germany,Mumbai,910,1,1,Mobile,0,1,Silver,1435,71,2,1
4201,1966,Basic,Divorced,43323.75,2,2,14-08-2012,46,125,41,714,34,16,309,7,4,0,2,19,0,1,0,0,0,1,3,11,1,USA,Mumbai,279,1,1,Mobile,0,0,Basic,1239,59,4,0
4202,1974,Basic,Married,18266.58,0,2,25-05-2010,35,92,85,618,203,6,80,6,5,2,8,15,1,0,0,0,1,0,3,11,1,India,Berlin,777,0,0,Desktop,1,1,Gold,1084,51,3,0
4203,1972,Graduation,Widow,69187.64,0,2,01-09-2011,14,120,65,611,70,113,327,6,2,7,1,13,0,1,1,1,0,0,3,11,1,Germany,Berlin,331,0,0,Desktop,1,1,Basic,1306,53,2,0
4204,1959,Master,Married,61023.45,0,1,07-05-2014,38,903,91,143,131,61,97,4,7,4,6,15,0,1,1,1,1,0,3,11,1,Brazil,São Paulo,746,0,1,Desktop,0,0,Platinum,1426,66,2,1
4205,2000,Basic,Divorced,63040.96,1,2,07-10-2015,37,224,18,592,75,144,60,9,2,3,0,14,1,1,1,0,0,0,3,11,0,Brazil,Berlin,519,1,1,Desktop,1,1,Basic,1113,25,3,0
4206,1955,Basic,Married,23843.25,2,1,17-09-2014,35,514,19,18,173,20,376,8,8,9,3,6,0,0,0,0,1,1,3,11,1,India,New York,900,0,1,Desktop,1,1,Basic,1120,70,4,1
4207,1973,Master,Divorced,72686.84,2,1,09-11-2011,1,103,27,162,235,63,14,0,4,2,4,7,1,1,0,0,1,0,3,11,0,USA,New York,327,0,0,Mobile,1,0,Basic,604,52,3,0
4208,1941,Master,Together,38400.86,1,0,03-05-2010,14,671,23,293,259,42,207,3,9,9,3,11,0,1,0,0,1,0,3,11,1,Brazil,New York,593,1,1,Tablet,0,0,Basic,1495,84,2,1
4209,1974,Graduation,Widow,42358.42,1,2,24-10-2015,83,722,90,185,165,86,218,5,6,9,2,19,0,0,1,1,0,0,3,11,1,Brazil,Mumbai,307,0,0,Desktop,0,0,Silver,1466,51,3,0
4210,1979,Graduation,Divorced,39458.34,2,1,19-06-2015,54,323,1,183,35,180,218,3,6,9,4,2,1,1,1,1,0,0,3,11,0,India,New York,679,0,1,Desktop,0,0,Basic,940,46,3,0
4211,1995,Graduation,Widow,64204.06,2,0,02-07-2014,97,393,6,62,22,168,144,1,4,5,8,8,1,0,1,0,1,0,3,11,1,USA,London,603,0,1,Mobile,0,1,Basic,795,30,2,0
4212,1967,Graduation,Divorced,47303.02,0,0,08-05-2015,76,785,0,175,219,25,341,1,7,3,5,9,1,0,0,1,0,1,3,11,1,USA,New York,642,0,1,Desktop,1,0,Basic,1545,58,0,0
4213,1986,Master,Single,57226.12,0,1,01-01-2015,59,338,10,748,27,101,212,1,0,6,6,6,1,0,0,0,0,1,3,11,0,Germany,New York,379,0,1,Desktop,1,0,Basic,1436,39,1,0
4214,1978,Basic,Single,51138.52,2,1,15-05-2011,24,180,50,321,32,25,260,6,5,7,7,9,0,1,0,1,1,1,3,11,1,UK,Mumbai,960,0,0,Mobile,0,1,Silver,868,47,3,0
4215,1945,Master,Single,48574.37,2,2,15-02-2013,13,587,59,190,213,69,165,4,2,7,7,12,1,1,1,0,1,0,3,11,1,UK,Mumbai,956,1,0,Tablet,0,0,Silver,1283,80,4,1
4216,1948,Graduation,Divorced,35798.24,0,2,10-12-2010,8,906,30,698,38,66,412,1,1,5,9,2,0,1,0,0,0,0,3,11,1,Brazil,Berlin,821,0,1,Mobile,1,1,Silver,2150,77,2,1
4217,1959,Graduation,Widow,77182.11,1,1,21-02-2012,48,671,29,50,21,114,197,8,1,4,4,10,1,0,1,1,1,0,3,11,1,USA,New York,674,0,1,Mobile,1,1,Silver,1082,66,2,1
4218,1999,Graduation,Single,28049.1,2,1,12-11-2014,34,517,76,116,188,58,10,1,3,6,2,18,0,0,1,1,1,0,3,11,1,Brazil,Berlin,833,0,0,Mobile,1,0,Platinum,965,26,3,0
4219,1940,PhD,Widow,56183.81,2,0,16-02-2010,85,677,23,307,186,20,25,6,8,8,8,6,1,1,1,0,0,1,3,11,0,India,London,787,1,1,Mobile,0,0,Gold,1238,85,2,1
4220,1947,Basic,Divorced,55649.85,1,0,06-05-2015,4,822,17,334,207,41,359,0,0,9,7,1,1,1,1,0,1,0,3,11,1,UK,London,106,0,0,Desktop,0,1,Gold,1780,78,1,1
4221,1994,Basic,Widow,67315.34,1,0,06-09-2011,77,923,57,373,241,69,462,5,2,7,4,3,0,0,0,0,1,1,3,11,0,Brazil,Berlin,117,0,1,Mobile,0,1,Gold,2125,31,1,0
4222,1962,Basic,Widow,70821.35,1,0,24-02-2012,16,793,76,320,109,22,483,5,0,4,9,6,1,1,1,1,1,0,3,11,1,USA,São Paulo,511,0,1,Desktop,1,1,Silver,1803,63,1,1
4223,1942,PhD,Single,47939.17,2,0,04-11-2013,68,199,16,669,60,184,56,4,0,2,6,6,0,1,0,0,0,0,3,11,1,Germany,London,141,0,1,Mobile,1,0,Basic,1184,83,2,1
4224,1943,Master,Married,57955.91,2,2,21-02-2013,76,585,45,427,140,118,71,6,9,6,2,3,1,1,0,0,0,0,3,11,0,USA,São Paulo,846,1,1,Desktop,1,1,Basic,1386,82,5,1
4225,1997,Graduation,Together,76473.11,2,0,02-04-2013,53,213,93,119,206,52,160,9,6,6,1,15,0,0,1,0,0,1,3,11,0,USA,Berlin,683,0,0,Desktop,1,0,Basic,843,28,3,0
4226,1964,Basic,Divorced,49022.35,0,1,19-06-2010,46,225,18,575,224,125,483,7,7,7,9,7,1,0,1,1,1,1,3,11,0,Brazil,São Paulo,888,0,0,Mobile,0,1,Gold,1650,61,1,1
4227,1986,Master,Divorced,34003.5,1,2,17-08-2011,94,108,11,80,214,154,47,1,9,9,1,2,0,1,0,1,1,1,3,11,1,India,New York,877,0,0,Mobile,1,0,Basic,614,39,3,0
4228,1977,Master,Divorced,44232.98,1,0,29-07-2014,48,114,89,295,196,189,215,2,2,5,6,1,1,0,1,1,1,1,3,11,0,UK,Mumbai,721,1,1,Mobile,1,0,Basic,1098,48,1,0
4229,1954,Graduation,Together,30430.31,0,0,27-05-2011,73,255,81,599,166,199,71,7,0,6,4,11,1,1,1,1,1,1,3,11,0,Brazil,Berlin,189,1,0,Mobile,1,0,Basic,1371,71,1,1
4230,1960,Graduation,Married,55577.25,0,0,27-03-2013,61,597,11,570,168,24,415,4,0,1,4,11,1,0,0,0,0,0,3,11,1,Germany,São Paulo,639,0,1,Tablet,1,0,Silver,1785,65,1,1
4231,1974,Basic,Widow,65966.84,0,1,17-09-2013,22,405,49,114,196,170,115,5,6,9,6,4,0,1,0,1,0,0,3,11,0,India,São Paulo,750,0,0,Tablet,1,0,Silver,1049,51,1,0
4232,1996,Graduation,Divorced,48184.38,0,0,11-05-2013,92,517,65,341,58,175,151,3,8,1,7,16,1,1,1,0,0,0,3,11,1,India,London,312,0,1,Mobile,0,1,Platinum,1307,29,0,0
4233,1992,Master,Widow,25685.6,1,1,17-02-2013,15,478,19,782,188,60,82,0,4,5,4,1,0,0,1,1,0,1,3,11,0,India,Berlin,986,1,1,Desktop,0,0,Silver,1609,33,2,0
4234,1992,Basic,Single,65324.76,0,1,08-09-2015,80,291,5,247,177,146,418,7,0,0,5,8,1,1,0,1,0,0,3,11,0,USA,Mumbai,811,0,1,Mobile,0,0,Basic,1284,33,1,0
4235,1985,Graduation,Single,23355.52,0,0,13-07-2011,6,638,0,364,235,34,440,3,1,6,6,14,1,0,1,1,1,1,3,11,1,USA,Berlin,591,1,0,Desktop,0,0,Platinum,1711,40,0,0
4236,1991,Graduation,Single,26810.68,1,0,18-11-2015,42,778,89,276,182,20,150,8,3,5,9,18,1,1,1,1,0,1,3,11,1,Brazil,New York,837,1,1,Mobile,0,0,Basic,1495,34,1,0
4237,1953,Master,Divorced,47324.92,1,2,26-10-2014,77,337,6,90,271,17,95,1,8,2,6,13,1,0,0,1,0,1,3,11,1,India,Mumbai,501,0,0,Tablet,1,1,Basic,816,72,3,1
4238,1975,Graduation,Together,53776.78,1,2,06-10-2015,43,887,95,783,202,90,46,7,6,7,8,1,0,1,1,0,0,0,3,11,0,USA,New York,305,1,1,Tablet,1,0,Silver,2103,50,4,0
4239,1951,Basic,Divorced,56333.71,1,2,14-03-2013,8,545,54,248,154,39,497,8,2,0,1,12,0,1,0,1,1,1,3,11,1,Germany,Mumbai,742,0,0,Mobile,1,0,Gold,1537,74,3,1
4240,1956,Graduation,Single,49007.91,2,1,05-11-2013,70,258,96,46,118,73,125,5,8,3,6,16,0,1,1,1,0,0,3,11,1,Brazil,Mumbai,711,0,1,Mobile,0,0,Basic,716,69,3,1
4241,1978,Graduation,Single,76400.66,2,0,18-09-2015,77,752,73,205,86,180,344,7,2,7,2,17,1,1,0,0,0,0,3,11,1,UK,London,641,1,1,Desktop,1,0,Basic,1640,47,2,0
4242,1948,Basic,Divorced,50977.53,2,2,22-12-2014,79,616,14,323,12,4,144,3,1,8,1,2,1,1,1,0,0,1,3,11,1,India,London,503,1,0,Tablet,0,0,Basic,1113,77,4,1
4243,1974,Master,Together,65520.02,2,1,17-03-2013,59,626,94,588,121,149,192,9,9,1,9,6,1,1,0,0,1,0,3,11,0,UK,Mumbai,795,0,0,Desktop,1,0,Silver,1770,51,4,0
4244,1999,Basic,Together,61804.32,1,2,31-03-2014,9,433,23,260,54,119,119,0,5,5,6,15,1,0,1,0,0,0,3,11,1,Brazil,Berlin,947,0,1,Mobile,0,0,Silver,1008,26,4,0
4245,1952,Graduation,Widow,30606.89,2,2,01-12-2015,4,357,28,103,201,183,370,1,7,7,5,13,0,1,1,1,1,1,3,11,0,India,Mumbai,164,1,0,Desktop,1,1,Gold,1242,73,4,1
4246,1954,Basic,Married,47454.04,0,0,13-10-2011,50,247,81,633,206,141,424,0,7,2,8,11,1,1,1,1,0,1,3,11,1,India,London,958,0,0,Mobile,0,0,Basic,1732,71,1,1
4247,1957,Basic,Single,81849.81,0,0,07-08-2014,6,803,70,484,78,167,310,8,8,7,4,16,1,1,0,1,1,1,3,11,1,Brazil,Mumbai,361,0,1,Mobile,1,0,Gold,1912,68,0,1
4248,1990,Graduation,Together,42434.74,0,1,10-02-2014,21,720,33,199,214,0,495,4,4,7,2,6,1,1,0,0,1,0,3,11,1,UK,New York,151,0,1,Desktop,0,0,Silver,1661,35,2,0
4249,1972,Basic,Single,39880.69,2,0,30-11-2013,23,605,77,294,161,154,425,5,5,2,6,16,0,1,1,1,0,0,3,11,1,UK,New York,715,1,0,Mobile,1,1,Gold,1716,53,2,0
4250,1945,Graduation,Married,52558.63,2,2,19-06-2013,41,438,83,338,131,176,38,7,4,3,5,13,1,1,0,0,0,1,3,11,0,USA,Berlin,828,0,1,Mobile,1,1,Platinum,1204,80,5,1
4251,1998,Basic,Single,42972.2,0,1,04-02-2014,21,541,92,265,76,111,111,8,1,2,8,3,1,0,1,1,1,0,3,11,1,USA,New York,603,0,1,Mobile,1,1,Gold,1196,27,1,0
